,종목코드,등락률,종목명,현재가,전일비,등락률,거래량,시가,고가,저가,매수총잔량,매도총잔량,매수매도잔량비
0,049080,23.95,기가레인,"1,915",355,22.76,"76,429,272","1,545","1,950","1,545","593,760","746,897",0.7949690519576327
1,065420,23.88,에스아이리소스,555,107,23.88,"30,804,098",448,576,448,"236,439","164,786",1.4348245603388636
2,391710,22.56,코닉오토메이션,"4,780",935,24.32,"10,226,507","3,900","4,900","3,900","54,689","24,239",2.2562399438920746
3,094480,17.75,갤럭시아머니트리,"6,700",950,16.52,"20,447,079","5,700","7,070","5,690","39,185","119,333",0.3283668390135168
4,053290,17.26,NE능률,"5,810",860,17.37,"5,835,364","4,960","5,890","4,955","18,074","45,756",0.39500830492175887
5,062970,15.09,피피아이,"2,975",395,15.31,"2,860,206","2,600","3,220","2,585","17,614","6,760",2.6056213017751477
6,402030,13.86,코난테크놀로지,"50,100","4,350",9.51,"1,719,314","44,300","54,200","44,000","9,509","5,829",1.6313261279807858
7,063170,13.61,서울옥션,"20,450","2,450",13.61,"1,977,695","18,250","20,750","18,000","33,567","50,314",0.6671502961402394
8,046210,13.09,파나진,"4,190",195,4.88,"411,406","3,825","4,205","3,705","11,501","5,257",2.1877496671105194
9,073570,12.59,어반리튬,"15,200",650,4.47,"1,937,178","13,750","15,850","13,500","43,781","23,365",1.8737855767173122
10,091440,12.55,텔레필드,"2,645",530,25.06,"6,367,069","2,365","2,745","2,350","24,063","67,946",0.3541488829364495
11,348340,12.16,뉴로메카,"22,600","2,450",12.16,"6,822,037","20,550","23,600","20,150","53,148","43,570",1.219830158365848
12,102370,11.53,케이옥션,"5,370",520,10.72,"2,223,962","4,815","5,430","4,815","1,443","20,763",0.06949862736598758
13,219550,11.43,디와이디,"1,560",155,11.03,"1,526,374","1,400","1,575","1,400","77,359","126,246",0.6127639687594062
14,277810,10.51,레인보우로보틱스,"67,300","5,600",9.08,"3,905,891","61,100","68,500","60,900","21,847","36,366",0.6007534510256833
15,159580,10.34,제로투세븐,"8,540",800,10.34,"948,096","7,800","8,700","7,740","47,483","16,070",2.9547604231487243
16,322780,10.14,코퍼스코리아,"3,530",295,9.12,"21,766,945","3,210","3,870","3,205","69,434","130,356",0.5326490533615638
17,222110,9.64,팬젠,"6,480",550,9.27,"233,014","5,910","7,200","5,910","2,504","2,209",1.1335445903123584
18,108230,9.56,톱텍,"9,170",970,11.83,"9,213,556","8,370","10,200","8,370","40,491","20,040",2.020508982035928
19,289220,8.93,자이언트스텝,"21,350","1,750",8.93,"2,060,311","19,600","22,450","19,600","50,460","55,436",0.9102388339707049
20,198940,8.77,한주라이트메탈,"6,200",860,16.10,"28,669,661","5,850","6,860","5,700","112,151","88,927",1.2611580284952826
21,035290,8.41,골드앤에스,"7,480",580,8.41,"255,018","6,960","7,820","6,900","2,087","8,077",0.25838801535223477
22,300080,8.30,플리토,"26,100","1,000",3.98,"166,997","24,800","26,500","24,100","2,786","8,838",0.3152296899751075
23,044480,8.01,블레이드 Ent,"1,550",115,8.01,"1,877,211","1,460","1,700","1,435","62,869","62,698",1.002727359724393
24,377480,7.93,마인즈랩,"21,100",800,3.94,"642,598","19,900","21,800","19,550","18,679","13,582",1.3752761007215433
25,046310,7.74,백금T&A,"3,340",180,5.70,"2,788,903","3,100","3,670","3,100","71,219","8,626",8.256318108045445
26,036630,7.63,세종텔레콤,719,47,6.99,"2,202,409",668,741,668,"20,527","141,540",0.1450261410202063
27,051980,7.37,중앙디앤엠,"1,530",60,4.08,"1,031,568","1,510","1,545","1,425","43,958","109,975",0.39970902477835873
28,214270,7.35,FSN,"4,090",210,5.41,"4,441,650","3,870","4,190","3,810","26,875","74,213",0.36213331896029
29,185490,7.30,아이진,"5,880",380,6.91,"427,135","5,500","6,310","5,480","12,490","8,438",1.4802085802322826
30,066980,7.26,이엔코퍼레이션,"3,990",165,4.31,"317,948","3,825","4,035","3,720","23,560","20,658",1.140478265078904
31,294140,7.18,레몬,"3,730",255,7.34,"3,730,775","3,530","4,090","3,480","22,547","15,541",1.4508075413422559
32,339950,7.16,아이비김영,"2,320",125,5.69,"2,430,843","2,165","2,335","2,165","103,806","90,039",1.1529004098224103
33,005160,7.13,동국산업,"4,355",280,6.87,"7,859,347","4,075","4,590","4,065","61,478","56,936",1.079773781087537
34,099430,6.93,바이오플러스,"8,020",420,5.53,"5,979,333","7,620","8,210","7,500","81,509","119,447",0.6823863303389788
35,355150,6.90,교보10호스팩,"2,325",135,6.16,"414,752","2,175","2,350","2,175","59,490","14,945",3.9805955168952827
36,294570,6.85,쿠콘,"34,300","2,100",6.52,"253,976","32,450","34,950","32,100","6,309","8,930",0.7064949608062709
37,307870,6.83,비투엔,"2,190",80,3.79,"1,700,261","2,140","2,305","2,050","26,136","17,952",1.4558823529411764
38,048260,6.73,오스템임플란트,"158,500","8,800",5.88,"406,711","150,200","159,300","148,500","2,616","7,763",0.3369831250805101
39,357880,6.55,비트나인,"9,270",530,6.06,"1,263,477","8,740","9,450","8,700","21,053","6,364",3.308139534883721
40,214450,6.54,파마리서치,"76,600","4,000",5.51,"110,169","71,900","76,600","71,900","4,442","8,800",0.5047727272727273
41,368970,6.52,오에스피,"7,030",480,7.33,"1,415,723","6,740","7,200","6,600","18,904","8,378",2.256385772260683
42,310200,6.42,애니플러스,"4,560",285,6.67,"2,627,688","4,285","4,660","4,285","47,577","35,167",1.352887650354025
43,041830,6.36,인바디,"21,750","1,250",6.10,"203,280","20,550","21,950","20,450","16,693","23,399",0.7134065558357194
44,085370,6.33,루트로닉,"21,850","1,450",7.11,"1,379,660","20,550","22,050","20,550","14,659","57,946",0.252976909536465
45,294630,6.14,서남,"2,160",60,2.86,"702,074","2,085","2,500","2,035","28,265","5,469",5.168220881331139
46,304100,6.12,솔트룩스,"23,400",800,3.54,"2,418,547","22,250","24,650","22,050","26,261","46,409",0.5658600702449956
47,042520,6.09,한스바이오메드,"12,200",500,4.27,"55,951","11,700","12,250","11,500","14,272","25,490",0.5599058454295802
48,239610,6.04,에이치엘사이언스,"19,300","1,200",6.63,"78,012","18,200","20,300","18,200","11,019",861,12.797909407665506
49,136410,5.98,아셈스,"12,400",300,2.48,"145,036","12,150","12,450","11,700","11,916","25,645",0.4646519789432638
50,060570,5.87,드림어스컴퍼니,"3,065",160,5.51,"1,525,203","2,905","3,570","2,895","10,638","4,744",2.2424114671163573
51,071460,5.84,위니아,"2,445",90,3.82,"957,802","2,320","2,500","2,310","55,914","53,630",1.0425881036733171
52,232680,5.79,라온테크,"10,050",450,4.69,"229,275","9,600","10,150","9,500","13,102","56,163",0.23328525897833094
53,293580,5.76,나우IB,"12,850",500,4.05,"182,145","12,150","13,250","12,150","19,976","12,720",1.570440251572327
54,338220,5.75,뷰노,"8,640",590,7.33,"226,636","8,200","8,820","8,170","6,586","6,532",1.0082669932639314
